CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
8599184,2018,2018-05-01,5604,2018-01-13,2006,5473,,6,5,6,5604,0,0,0,,0,042,"PLEASANT VALLEY RD","CYPRESS RD",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,2,3,A,-,10,21950,A,N,G,B,B,A,H,-,C,A,0,Y,,,,Y,,A,01,0,0,2,0,2,0,0,0,0,"- ","- ",34.154670715332031,-119.17298126220703,VENTURA,OXNARD,-119.17299652099609,34.154720306396484
8599188,2018,2018-05-02,5604,2018-01-13,1958,5393,,6,5,6,5604,0,0,0,,0,024,"J ST","HILL ST",200.00,S,N,A,-,N,,,,,,,,,,Y,3,0,1,3,A,-,01,23152,A,N,B,C,A,A,H,-,C,A,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.185859680175781,-119.18898010253906,VENTURA,OXNARD,-119.18930816650391,34.185836791992188
8599192,2018,2018-05-01,5604,2018-01-12,2307,4531,,5,5,6,5604,0,0,0,,0,014,"VENTURA RD","STONE CREEK DR",1000.00,N,N,A,-,N,,,,,,,,,,Y,2,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,C,D,0,,,,,Y,Y,A,07,1,0,0,0,0,0,0,0,0,"- ","- ",34.232288360595703,-119.19441223144531,VENTURA,OXNARD,-119.19432830810547,34.235034942626953
8599196,2018,2018-05-01,5604,2018-01-12,2033,4531,,5,5,6,5604,0,0,0,,0,012,"GONZALES RD","RICE AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,01,23153,B,F,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.216121673583984,-119.14849090576172,VENTURA,OXNARD,-119.14211273193359,34.218849182128906
8599200,2018,2018-05-01,5604,2018-01-13,1559,5392,,6,5,6,5604,0,0,0,,0,023,"5TH ST","OXNARD BL",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,01,0,1,0,0,1,0,0,0,0,"- ","- ",34.197681427001953,-119.17738342285156,VENTURA,OXNARD,-119.17746734619141,34.197689056396484
8599398,2018,2018-04-30,5604,2018-01-24,0813,5231,,3,5,6,5604,0,0,0,,0,014,"H ST","ROSEBUD DR",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,10,21950,A,M,G,B,-,A,H,-,A,D,0,Y,,,,Y,,-,99,1,0,0,0,1,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.18614959716797,34.232769012451172
8599402,2018,2018-04-30,5604,2018-01-24,0901,5241,,3,5,6,5604,0,0,0,,0,023,"C ST","6TH ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,D,-,00,,,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.18109893798828,34.196369171142578
8599406,2018,2018-04-30,5604,2018-01-24,1514,5604,,3,5,6,5604,0,0,0,,0,041,"SAVIERS RD","BARD RD",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,3,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,2,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.17778015136719,34.160999298095703
8599410,2018,2018-04-30,5604,2018-01-25,1258,4610,,4,5,6,5604,0,0,0,,0,012,GONZALEZ,"ROSE AV",150.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.218898773193359,-119.15827941894531,VENTURA,OXNARD,-119.15892791748047,34.218997955322266
8601440,2018,2018-11-26,5608,2018-01-14,1730,461,,7,5,6,5608,0,0,0,,0,004,"VALENTINE RD","SPERRY AV",1320.00,E,N,A,-,N,,,,,,,,,,Y,2,0,2,2,A,-,01,23153,F,F,B,C,A,A,H,-,C,D,0,,,,,Y,Y,A,07,1,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.21425628662109,34.253910064697266
8608164,2018,2018-04-30,5604,2018-01-11,2053,5407,,4,5,6,5604,0,0,0,,0,041,"ROSE AV","LINDSAY PL",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,1,A,-,08,22107,,N,F,I,A,A,H,-,C,D,0,,,Y,,Y,,C,03,0,0,1,0,0,0,0,0,1,"- ","- ",34.1644287109375,-119.15941619873047,VENTURA,OXNARD,-119.15949249267578,34.164459228515625
8608168,2018,2018-04-30,5604,2018-01-11,1433,5490,,4,5,6,5604,0,0,0,,0,024,"WOOLEY RD","NOVATO DR",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,B,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.20353698730469,34.190460205078125
8608172,2018,2018-04-30,5604,2018-01-11,1107,5208,,4,5,6,5604,0,0,0,,0,032,"OXNARD BL","DATE ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.17046356201172,34.184299468994141
8608176,2018,2018-04-30,5604,2018-01-11,1022,5354,,4,5,6,5604,0,0,0,,0,021,"VICTORIA AV","LEEWARD WY",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.22138977050781,34.185520172119141
8608180,2018,2018-04-30,5604,2018-01-11,0806,5135,,4,5,6,5604,0,0,0,,0,022,"DORIS AV","VENTURA RD",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,N,G,B,-,A,H,-,A,A,0,Y,,,,Y,,E,22,0,1,0,0,1,0,0,0,0,"- ","- ",34.208328247070312,-119.19467163085938,VENTURA,OXNARD,-119.19464111328125,34.208358764648438
8608184,2018,2018-04-30,5604,2018-01-10,1539,5519,,3,5,6,5604,0,0,0,,0,012,GONZALEZ,"BAHIA DR",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.175048828125,34.219150543212891
8608188,2018,2018-04-30,5604,2018-01-10,1350,5354,,3,5,6,5604,0,0,0,,0,031,"CAMINO DEL SOL","GIBRALTER ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,B,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.15415954589844,34.206298828125
8608192,2018,2018-04-30,5604,2018-01-09,1826,5359,,2,5,6,5604,0,0,0,,0,024,"CHANNEL ISLANDS BL","MANZANITA DR",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,,N,D,G,A,A,H,-,C,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.175628662109375,-119.19225311279297,VENTURA,OXNARD,-119.19225311279297,34.175640106201172
8608196,2018,2018-04-30,5604,2018-01-09,1748,5485,,2,5,6,5604,0,0,0,,0,014,"COLLINS ST","VINEYARD AV",0.00,,Y,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,11,21456,A,F,G,B,-,B,H,-,D,D,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,"- ","- ",34.238719940185547,-119.11917114257812,VENTURA,OXNARD,-119.16812133789062,34.238739013671875
8608200,2018,2018-04-30,5604,2018-01-06,1446,5401,,6,5,6,5604,0,0,0,,0,031,"ROSE AV","5TH ST",20.00,N,N,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,04,21703,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",34.197029113769531,-119.15978240966797,VENTURA,OXNARD,-119.15988922119141,34.197059631347656
8608204,2018,2018-04-30,5604,2018-01-06,0758,5135,,6,5,6,5604,0,0,0,,0,021,"WOOLEY RD","KELP ST",0.00,,Y,B,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21801,,N,D,C,A,A,H,-,A,B,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.190280914306641,-119.21118927001953,VENTURA,OXNARD,-119.21121978759766,34.190250396728516
8608208,2018,2018-04-30,5604,2018-01-05,0728,5297,,5,5,6,5604,0,0,0,,0,041,"SAVIERS RD","CHANNEL ISLANDS BL",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,F,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.17765808105469,34.173439025878906
8608212,2018,2018-04-30,5604,2018-01-05,0115,5527,,5,5,6,5604,0,0,0,,0,031,"5TH ST","OXNARD AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.197681427001953,-119.17738342285156,VENTURA,OXNARD,-119.17746734619141,34.197689056396484
8608216,2018,2018-04-30,5604,2018-01-03,2037,5378,3015,3,5,6,5604,0,0,0,,0,014,"TOWN CENTER DR","RIVERPARK BL",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21801,,N,D,C,A,A,H,-,D,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.238048553466797,-119.17548370361328,VENTURA,OXNARD,-119.175537109375,34.238059997558594
8608220,2018,2018-04-30,5604,2018-01-03,1750,4514,,3,5,6,5604,0,0,0,,0,042,"PLEASANT VALLEY RD","CLOYNE ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.154670715332031,-119.17298126220703,VENTURA,OXNARD,-119.17299652099609,34.154720306396484
8608224,2018,2018-04-30,5604,2018-01-03,0808,5208,,3,5,6,5604,0,0,0,,0,032,"CHANNEL ISLAND BL","STATHAM BL",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21801,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.1656494140625,34.173431396484375
8608228,2018,2018-04-30,5604,2018-01-03,0743,5490,,3,5,6,5604,0,0,0,,0,024,"SAVIERS RD","LAUREL ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.17759704589844,34.177349090576172
8608236,2018,2018-04-30,5604,2018-01-02,1841,5473,,2,5,6,5604,0,0,0,,0,024,"VENTURA RD","HEMLOCK ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,4,2,A,-,21,22106,,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,4,0,0,0,0,0,0,"- ","- ",34.181110382080078,-119.1953125,VENTURA,OXNARD,-119.19528198242188,34.181121826171875
8608240,2018,2018-04-30,5604,2018-01-01,0214,5450,,1,5,6,5604,0,0,0,,0,042,"CUESTA DEL MAR DR","PERKINS RD",2640.00,E,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,01,23153,A,N,C,C,A,A,H,-,C,D,0,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.148670196533203,-119.18312835693359,VENTURA,OXNARD,-119.17948150634766,34.148788452148438
8608257,2018,2018-04-30,5604,2018-01-15,1418,5521,,1,5,6,5604,0,0,0,,0,024,"CHANNEL ISLANDS AV","J ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.18617248535156,34.175579071044922
8608261,2018,2018-04-30,5604,2018-01-16,0818,5135,,2,5,6,5604,0,0,0,,0,023,"OXNARD BL","7TH ST",125.00,S,N,A,-,N,,,1,,,,,,,N,4,0,1,3,A,-,03,22350,,F,C,C,A,A,H,-,A,A,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",34.195018768310547,-119.17740631103516,VENTURA,OXNARD,-119.17737579345703,34.195018768310547
8608265,2018,2018-04-30,5604,2018-01-17,1240,5510,,3,5,6,5604,0,0,0,,0,021,"VICTORIA AV","WOOLEY RD",300.00,N,N,A,-,N,,,,,,,,,,Y,4,0,2,3,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.22133636474609,34.191211700439453
8608269,2018,2018-04-30,5604,2018-01-17,1320,5354,,3,5,6,5604,0,0,0,,0,022,"9TH ST","VENTURA RD",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,3,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.195068359375,34.192390441894531
8608273,2018,2018-04-30,5604,2018-01-17,1514,5490,,3,5,6,5604,0,0,0,,0,014,"VINEYARD AV","ESPLANADE DR",392.00,S,N,A,-,N,,,,,,,,,,N,4,0,2,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.1754150390625,34.229156494140625
8608277,2018,2018-04-30,5604,2018-01-18,1624,5417,,4,5,6,5604,0,0,0,,0,041,"BARD RD","JUSTIN WY",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,09,21802,A,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",34.161170959472656,-119.17302703857422,VENTURA,OXNARD,-119.17313385009766,34.161209106445312
8608281,2018,2018-04-30,5604,2018-01-18,1649,5407,,4,5,6,5604,0,0,0,,0,041,"ORANGE GROVE AV","PEAR AV",300.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,B,-,22,,,N,D,G,A,A,H,-,B,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.167350769042969,-119.14845275878906,VENTURA,OXNARD,-119.14762878417969,34.165401458740234
8608285,2018,2018-04-30,5604,2018-01-18,2026,5360,,4,5,6,5604,0,0,0,,0,042,"BARD RD","C ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,3,2,A,-,12,22450,,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,07,0,0,3,0,0,0,0,0,0,"- ","- ",34.161258697509766,-119.18026733398438,VENTURA,OXNARD,-119.18052673339844,34.161041259765625
8608289,2018,2018-04-30,5604,2018-01-18,2125,5396,,4,5,6,5604,0,0,0,,0,024,"CHANNEL ISLANDS BL","M ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",34.175579071044922,-119.19126129150391,VENTURA,OXNARD,-119.19127655029297,34.175609588623047
8608293,2018,2018-04-30,5604,2018-01-20,2220,5472,,6,5,6,5604,0,0,0,,0,042,"PLEASANT VALLEY RD","J ST",50.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,F,C,D,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.154758453369141,-119.18611145019531,VENTURA,OXNARD,-119.18611145019531,34.154781341552734
8608297,2018,2018-04-30,5604,2018-01-21,1520,5412,,7,5,6,5604,0,0,0,,0,024,"HEMLOCK ST","ELSINORE AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,3,2,A,-,09,21802,A,N,A,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.20578002929688,34.181221008300781
8608301,2018,2018-04-30,5604,2018-01-20,2011,5471,,6,5,6,5604,0,0,0,,0,012,GONZALEZ,"ROSE AV",15.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.219398498535156,-119.15834045410156,VENTURA,OXNARD,-119.15837860107422,34.218990325927734
8608305,2018,2018-04-30,5604,2018-01-22,1124,5485,,1,5,6,5604,0,0,0,,0,031,"ROSE AV","EASTMAN AV",20.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,M,C,C,A,A,H,-,D,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.198291778564453,-119.15975952148438,VENTURA,OXNARD,-119.15988159179688,34.198246002197266
8608309,2018,2018-04-30,5604,2018-01-22,1750,5018,,1,5,6,5604,0,0,0,,0,023,"OXNARD BL","8TH ST",0.00,,Y,A,-,N,,,1,,,,,,,N,4,0,1,2,A,-,05,21650,,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",34.193698883056641,-119.17742156982422,VENTURA,OXNARD,-119.17739105224609,34.193698883056641
8608313,2018,2018-04-30,5604,2018-01-23,1514,5317,,2,5,6,5604,0,0,0,,0,022,"OXNARD BL","2ND ST",0.00,,Y,A,-,N,,,1,,,,,,,N,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.201629638671875,-119.17732238769531,VENTURA,OXNARD,-119.17729949951172,34.201629638671875
8608317,2018,2018-04-30,5604,2018-01-23,1547,5208,,2,5,6,5604,0,0,0,,0,031,"ROSE AV","CAMINO DE LA LUNA",100.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.15972137451172,34.209735870361328
8610743,2018,2018-05-08,5604,2018-01-12,1730,4721,,5,5,6,5604,0,0,0,,0,022,"DORIS AV","VENTURA RD",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,4,A,-,12,21453,A,N,A,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",34.208328247070312,-119.19467163085938,VENTURA,OXNARD,-119.19464111328125,34.208358764648438
8615779,2018,2018-06-20,5604,2018-01-20,1152,5407,,6,5,6,5604,0,0,0,,0,021,"W WOOLEY RD","KELP LN",450.00,W,N,A,G,N,,,,,,,,,,N,3,0,1,2,A,-,07,21658,A,N,A,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.190280914306641,-119.21118927001953,VENTURA,OXNARD,-119.21270751953125,34.19036865234375
8615783,2018,2018-06-20,5604,2018-01-20,1827,5300,,6,5,6,5604,0,0,0,,0,032,"S OXNARD BL","WOOLEY RD",50.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,D,-,00,,,N,D,C,A,A,H,-,C,B,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",34.188461303710938,-119.17658233642578,VENTURA,OXNARD,-119.17754364013672,34.190059661865234
8615787,2018,2018-06-29,5604,2018-01-27,1043,5485,,6,5,6,5604,0,0,0,,0,031,"RT 34","RICE AV",500.00,W,N,A,-,N,,,34,,,,,,,Y,3,0,1,1,A,-,07,21658,A,N,F,A,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.196868896484375,-119.14228057861328,VENTURA,OXNARD,-119.14228057861328,34.196834564208984
8789785,2018,2019-02-07,5604,2018-01-08,1406,5549,,1,5,6,5604,0,0,0,,0,011,"VENTURA RD","IVYWOOD DR",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.19471740722656,34.216049194335938
8789789,2018,2019-02-07,5604,2018-01-07,1419,5549,,7,5,6,5604,0,0,0,,0,032,"CHANNEL ISLANDS BL","FOURNIER ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,4,3,A,-,04,21703,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,3,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.17015075683594,34.173381805419922
8814239,2018,2019-04-03,5604,2018-01-11,1840,5359,,4,5,6,5604,0,0,0,,0,011,"N OXNARD BL","1ST ST",125.00,N,N,A,-,N,,,,,,,,,,Y,4,0,5,3,A,-,03,22350,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,5,0,0,0,0,0,0,"- ","- ",34.202949523925781,-119.17730712890625,VENTURA,OXNARD,-119.17739105224609,34.203304290771484
90635316,2018,2018-01-08,9765,2018-01-02,1134,015117,,2,1,9,5600,0,3,5,,2,005,"COLLINS STREET","ROSE AVENUE",528.00,W,N,A,-,N,,,,,,,,,,Y,4,0,3,2,A,-,21,22106,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",34.233211517333984,-119.16005706787109,VENTURA,UNINCORPORATED,-119.15793609619141,34.231719970703125
90635482,2018,2018-01-08,9765,2018-01-01,0310,019277,,1,3,9,5600,0,1,2,,1,101,"US-101 S/B (VENTURA FREEWAY)","BATES ROAD",3168.00,S,N,A,-,Y,,,101,,,,,,S,N,4,0,1,2,A,-,07,21658,A,N,B,C,A,A,H,-,D,D,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",34.367118835449219,-119.45195007324219,VENTURA,UNINCORPORATED,-119.4521484375,34.366958618164062
90635577,2018,2018-01-08,9765,2018-01-02,1825,017253,,2,2,9,5600,0,1,3,,1,023,"SR-150 (OJAI RD)","JOHNSON ROAD",1320.00,W,N,A,-,Y,,,150,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,D,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.428638458251953,-119.11903381347656,VENTURA,UNINCORPORATED,-119.1190185546875,34.428707122802734
90635789,2018,2018-01-09,9765,2018-01-02,0744,020497,,2,1,9,5600,0,1,3,,1,023,"SR-150 (OJAI-SANTA PAULA RD)","HAPPY VALLEY SCHOOL RD",1650.00,E,N,A,-,Y,,,150,,,,,,,Y,2,0,2,2,A,-,03,22350,,N,A,C,A,A,H,-,A,D,0,,,,,Y,,A,01,1,0,1,0,0,0,0,0,0,"- ","- ",34.435588836669922,-119.18250274658203,VENTURA,UNINCORPORATED,-119.18245697021484,34.4356689453125
90635920,2018,2018-01-09,9770,2018-01-01,0100,021909,,1,3,6,5607,0,1,2,,2,072,"US-101 N/B TO LYNN ROAD","LYNN ROAD",100.00,S,N,A,-,Y,,,101,,,,R,,N,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,C,D,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.184169769287109,-118.89150238037109,VENTURA,"THOUSAND OAKS",-118.89150238037109,34.184169769287109
90636097,2018,2018-01-09,9765,2018-01-03,1830,020001,,3,2,9,5600,0,1,2,,2,502,"US-101 NORTHBOUND","DEL NORTE BLVD.",1200.00,S,N,A,-,Y,,,101,,,,,,N,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,D,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.222049713134766,-119.11744689941406,VENTURA,UNINCORPORATED,-119.11744689941406,34.222156524658203
90636107,2018,2018-01-09,9765,2018-01-03,0215,019884,,3,3,6,5608,0,1,3,,1,031,"SR-126 W/B","HILL ROAD POC",1056.00,E,N,A,-,Y,,,126,,,,,,W,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,D,D,0,,,,,Y,,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",34.273239135742188,-119.20188140869141,VENTURA,VENTURA,-119.20187377929688,34.273212432861328
90636263,2018,2018-01-09,9765,2018-01-08,0710,016234,,1,1,6,5604,0,1,2,,2,502,"US-101 N/B","ROSE AVENUE",100.00,S,N,B,C,Y,,,101,,,,,,N,Y,3,0,3,3,A,-,03,22350,,N,D,C,A,B,H,-,A,D,0,,,,,Y,,A,07,0,3,0,0,0,0,0,0,0,"- ","- ",34.224960327148438,-119.15830993652344,VENTURA,OXNARD,-119.15827941894531,34.225067138671875
90636424,2018,2018-01-09,9765,2018-01-03,0759,013206,,3,1,9,5600,0,1,3,,2,041,"SR-126 W/B","SR-118  (WELLS ROAD)",3000.00,E,N,B,-,Y,,,126,,,,,,W,Y,2,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,07,1,0,0,0,0,0,0,0,0,"- ","- ",34.294601440429688,-119.14830017089844,VENTURA,UNINCORPORATED,-119.14825439453125,34.294525146484375
