Name,Street Address,City,State,Zip Code,County,Phone,Description,Resource Type,Web Link,Notes,Latitude,Longitude
Rosa Parks Elementary,2 Hollis St,San Francisco,CA,94115,San Francisco,,"9 am – 1 pm, Wednesday",Food Distribution Program,https://www.sfmfoodbank.org/find-food/,,37.782521,-122.430051
San Francisco City Impact,140 Turk Street,San Francisco,CA,94102,San Francisco,415-441-1628,"Currently offering only grocery distribution and to-go hot meals on a first come, first served basis, and while supplies last. NO home delivery. Groceries are available at 11:30am Monday through Friday. Hot meals are distributed at 3pm Monday through Friday. Must visit site to receive services.",Food Pantry,http://www.sfcityimpact.com,,37.783401,-122.411551
San Francisco Food Bank,900 Pennsylvania Avenue,San Francisco,CA,94107,San Francisco,415-282-1907,,Food Pantry,https://www.sfmfoodbank.org/,,37.754356,-122.393815
Sf Ballet,333 Fulton St,San Francisco,CA,94102,San Francisco,,"9 am – 1 pm, Monday",Food Distribution Program,https://www.sfmfoodbank.org/find-food/,,37.778608,-122.422194
Stonestown Ymca,333 Eucalyptus Dr,San Francisco,CA,94132,San Francisco,,12 pm – 4 pm. Wednesday,Food Distribution Program,https://www.sfmfoodbank.org/find-food/,,37.730867,-122.476576
Boggs Tract Community Center,533 S. Los Angeles Ave.,Stockton,CA,95203,San Joaquin,209-468-3978,"First Thursday of each month, 9:00-10:00AM.",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.943075,-121.315489
Bread Of Life,3034 Michigan Avenue,Stockton,CA,95204,San Joaquin,(209) 943-6604,3rd Saturday of the month from 9:00 a.m. to 11:00 a.m.,Food Pantry,http://www.stocktonfoodbank.org/What-We-Do/Pantry-Partners,,37.965569,-121.342902
Breakfast Club,411 S. Harrison Street,Stockton,CA,95203,San Joaquin,(209) 931-2528,Saturdays,Food Pantry,http://www.stocktonfoodbank.org/What-We-Do/Pantry-Partners,,37.946797,-121.298018
C.a.r.e. Food Bank,1601 2nd Street,Escalon,CA,95320,San Joaquin,209-417-2048,Weekly Emergency Supplemental Food hours: Every Wednesay 9:30am-10:30am except for the week of the Government Commodities. *Senior Brown Bag hours: 2nd and 4th Tuesday of every month 8am-11am. *Federal Commodities Program hours: 3rd Thursday of every month 8am-11am. *Second Harvest Mobile Farmer's Market: 2nd Tuesday of every month 9:30am-10:30am,USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.794818,-120.991818
Calvary Community Church,815 W. Lathrop Road,Manteca,CA,95336,San Joaquin,209-239-1345,"Wednesday, 9:30–1:00 PM.",Food Pantry,https://calvarymanteca.org/living-well,,37.827568,-121.229102
Calvary First Assembly Of God,8407 Kelley Drive,Stockton,CA,95209,San Joaquin,209-952-4734,"Operates every Third Thursday of each month, 11:00AM-12:00PM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,38.024563,-121.359275
Catholic Charities Of The Diocese Of Stockton,1106 N. El Dorado Street,Stockton,CA,95202,San Joaquin,209-444-5944,Provides free food to families and individuals once a month. A prepacked bag of food is available for pick-up.,Food Pantry,https://www.ccstockton.org/nutrition-assistance,,37.963664,-121.292607
Cornerstone Community Church,17900 Comconex Road,Manteca,CA,95336,San Joaquin,209-825-1220,"Third Saturday of every month or by appointment , 10AM-12PM.",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.798099,-121.168068
Fathers & Families Of San Joaquin,338 E. Market Street,Stockton,CA,95202,San Joaquin,209-941-0701,"Operates 3rd Friday of each month, 2:00PM-4:00PM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.952098,-121.286484
First Baptist Church,715 E. North Street,Manteca,CA,95336,San Joaquin,209-823-1781,"Monday through Friday, 8:00AM-5:00PM (M-Th) 8AM-12:00PM (Fr).",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.801491,-121.207126
Garden Acres Community Center,607 Bird Avenue,Stockton,CA,95215,San Joaquin,209-468-3984,"Operates every Third Thursday of each month, 8:00AM-1:00PM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.963108,-121.217328
Good Samaritan Training Center,1331 E. Fremont Street,Stockton,CA,95205,San Joaquin,(209) 469-7098,"Mondays, Wednesdays, and Friday, 9:00am - 12:00pm",Food Pantry,http://www.stocktonfoodbank.org/What-We-Do/Pantry-Partners,,37.960568,-121.275198
Grace And Mercy Charitable Foundation,425 N. Sacramento Street,Lodi,CA,95241,San Joaquin,209-224-5273,Food Pantry: By appointment only,Food Pantry,https://www.stocktonstrong.org/food-2/,,38.139689,-121.272268
Heavenly Hands Kitchen Outreach And Food Pantry,2080 E. Fremont Street,Stockton,CA,95205,San Joaquin,209-407-8633,"Every other Tuesday, 4:00-7:00PM. Will start up again on March 25th",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.961949,-121.263981
Helping Hands,429 E. March Lane,Stockton,CA,95207,San Joaquin,(209) 477-2645,,Food Pantry,http://www.stocktonfoodbank.org/What-We-Do/Pantry-Partners,,37.998903,-121.302059
Kennedy Community Center,2800 S. D Street,Stockton,CA,95206,San Joaquin,209-468-3986,"Operates every Third Thursday of each month, 8:00-11:00AM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.929326,-121.247428
Larch Clover Community Center,11157 W. Larch Road,Tracy,CA,95304,San Joaquin,209-831-5920,"Operates every Third Thursday of each month, 8:15AM-12:15PM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.765754,-121.443222
Lathrop Senior Center,15707 E. 5th Street,Lathrop,CA,95330,San Joaquin,209-941-7380,Senior Brown Bag Distribution: Second and Fourth Tuesday of each month from 9am-11am. Commodities Distribution: Third Thursday of each month from 9am-11am,USDA Commodity Program,https://www.ci.lathrop.ca.us/parksrec/page/seniors,,37.819462,-121.278679
Lockeford Seventh Day Adventist Church,19900 Elliot Road,Lockeford,CA,95237,San Joaquin,209-727-5108,Food Pantry: 1st Thursday of each month 8am-11am. Commodity Food Program: 3rd Thursday of each month 8am-11am.,USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,38.164368,-121.150724
Lodi Community Center,415 Sacramento Street,Lodi,CA,95240,San Joaquin,209-331-7516,"Operates every Third Thursday of each month, 8:30-11:00AM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,38.128556,-121.273114
Lord's Gym City Center,848 East Hammer Lane,Stockton,CA,95210,San Joaquin,209-478-5496,Individuals and families can drive-up and staff will load pre-packed food bags into their vehicles. Every Tuesday/Thursday from 4pm-6pm. Every Saturday from 9am-11am,Food Pantry,https://www.lordsgymcitycenter.org/,,38.020126,-121.301111
Northeast Community Center,2885 E. Harding Way,Stockton,CA,95205,San Joaquin,209-468-3918,"Operates every Third Thursday of each month, 8:30AM-12:30PM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.975957,-121.256158
Our Lady Of Guadalupe Church,16200 Cambridge Drive,Lathrop,CA,95330,San Joaquin,209-858-4466,"Tuesday through Thursday, 10:00-11:30AM.",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.814855,-121.282855
Prayer Valley Family Worship Church,14172 Avon Avenue,Lathrop,CA,95330,San Joaquin,209-662-4019,"2nd and 4th Thursday of each month, 10AM-1PM.",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.831845,-121.282132
Presentation Church,6715 Leesburg Place,Stockton,CA,95207,San Joaquin,(209) 472-2150,First and third Saturdays monthly,Food Pantry,https://www.presentationchurch.net/,,38.009198,-121.330641
Radiant Life Church,75 North Crescent Avenue,Lodi,CA,95240,San Joaquin,209-333-8491,Provides non-perishable food items to individuals and families. Prepacked bag of food available for pick up. Wednesdays 9:00am-12noon,Food Pantry,https://www.icarol.info/ResourceView2.aspx?First=1&country=United%20States&sp=CA&county=San%20Joaquin&city=-1&org=62926&agencynum=27585700,,38.135056,-121.28349
Ripon Community Center,334 Fourth Street,Ripon,CA,95366,San Joaquin,209-599-2108,"Operates every Third Thursday of each month, 6:30-8:30AM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.735267,-121.127255
Ripon Interfaith Ministries,816 W. Main Street,Manteca,CA,95336,San Joaquin,209-599-3682,"Tuesday and Thursday, 9:00-11:30AM (T/Th)
6:00-8:00PM (Th).",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.809154,-121.216819
Salvation Army Of Stockton,1305 E. Weber Avenue,Stockton,CA,95205,San Joaquin,209-948-8955,"Monday, Wednesday, and Friday, 9:00AM-12:00PM and 1:00-3:00PM. Resources are currently limited",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.956808,-121.27378
San Joaquin County Human Services Agency,"2736 North Teepee Dr, Suite C",Stockton,CA,95205,San Joaquin,209-468-0982,"Food is distributed the third Thursday of each month at each of the centers and 8 of the volunteer sites, and at the Stockton Emergency Food Bank on the last Wednesday of the month, and at Fathers and Families of San Joaquin on the third Friday of the month. Some locations distribute food on additional days of the month when quantities allow.",Food Pantry,http://www.sjchsa.org/Assistance/Food-Assistance/Food-For-You,,37.988468,-121.253196
Stockton Emergency Food Bank,7 W. Scotts Avenue,Stockton,CA,95203,San Joaquin,209-464-7369,"Operates last Wednesday of each month, 9:00AM-12:00PM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.945468,-121.289862
Taft Community Center,389 W. Downing Avenue,Stockton,CA,95206,San Joaquin,209-468-4168,"Operates every Third Thursday of each month, 7:30-11:30AM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,37.915115,-121.284863
The Bridge At Stockton,703 E. Swain Road,Stockton,CA,95207,San Joaquin,209-447-4441,"Operates every Third Thursday of each month, 8:00AM-12:00PM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,38.009697,-121.301676
Thornton Community Center,26675 N. Sacramento Boulevard,Thornton,CA,95686,San Joaquin,209-794-2144,"Operates every Third Thursday of each month, 11:00AM-2:00PM. Eligibility is based on income. No application is necessary, however, individuals must provide proof of residence.",USDA Commodity Program,https://www.stocktonstrong.org/food-2/,,38.229601,-121.424821
Tracy Interfaith Ministries,311 W. Grant Line Road,Tracy,CA,95376,San Joaquin,209-836-5424,"Monday through Friday, 10AM-2:00PM.",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.754394,-121.430054
Trininty Church,1900 California Street,Escalon,CA,95320,San Joaquin,209-838-3000,"Tuesday through Thursday, 9:00AM-3:00PM.",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.796736,-120.989851
United Lutheran Church,649 Northgate Avenue,Manteca,CA,95336,San Joaquin,209-823-1971,"4th Thursday of every month, 11AM-12:15PM. Call for updates on openings",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.819618,-121.225404
Valley Christian Church,903 S. Corral Hollow Road,Tracy,CA,95376,San Joaquin,209-836-9227,"2nd and 3rd Thursday of each month, 10:00-11:00AM.",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.721499,-121.454756
Valley Community Seventh Day Adventist Church,2929 S. B Street,Stockton,CA,95206,San Joaquin,209-915-1959,By appointment.,Food Pantry,https://www.stocktonstrong.org/food-2/,,37.926149,-121.254491
Women's Center Youth And Family Services,620 N. San Joaquin Street,Stockton,CA,95202,San Joaquin,209-941-2611,"7 days a week, 24 hours a day.",Food Pantry,https://www.stocktonstrong.org/food-2/,,37.959614,-121.288532
40 Prado Homeless Service Center,40 Prado Rd,San Luis Obispo,CA,93401,San Luis Obispo,(805) 544-4004,Meal served daily from 12:00-12:30pm. Must sign in to certify income eligibility.,Food Pantry,https://www.slofoodbank.org/,,35.256043,-120.672077
Agape Church,950 Laureate Lane,San Luis Obispo,CA,93401,San Luis Obispo,(805) 541-0777,,Food Pantry,https://www.slofoodbank.org/,,35.285702,-120.709784
Arroyo Grande Salvation Army,1550 W Branch St,Arroyo Grande,CA,93420,San Luis Obispo,(805) 481-0278,"Pantry open Monday, Wednesday, and Friday from 10:00am-2:00pm. Bring proof of address.",Food Pantry,https://www.slofoodbank.org/,,35.130906,-120.603211
Atascadero Loaves & Fishes,5411 El Camino Real,Atascadero,CA,93422,San Luis Obispo,(805) 461-1504,Pantry open Monday through Friday from 1:00-3:00pm. Bring photo ID and proof of address.,Food Pantry,https://www.slofoodbank.org/,,35.491821,-120.674052
C. L. Smith Elementary,1375 Balboa St.,San Luis Obispo,CA,93405,San Luis Obispo,,2nd Thursday of the month from 2:30-3:30pm.,Food Pantry,https://www.slofoodbank.org/,,35.262001,-120.689675
Cal Poly,1 Grand Ave.,San Luis Obispo,CA,93407,San Luis Obispo,,4th Tuesday of the month from 3:30-5:30pm.,Food Pantry,https://www.slofoodbank.org/,,35.300894,-120.658529
Cambria Vineyard Church,1617 Main St,Cambria,CA,93428,San Luis Obispo,(805) 927-5550,Pantry open 2nd and 4th Thursdays from 12:00-2:00pm. Sign in for income eligibility.,Food Pantry,https://www.slofoodbank.org/,,35.563778,-121.087219
First Assembly Of God,6030 Del Rio Rd,Atascadero,CA,93422,San Luis Obispo,(805) 466-2626,Pantry open on Thursdays from 1:00-2:00pm. Must sign in to certify income eligibility.,Food Pantry,https://www.slofoodbank.org/,,35.51266,-120.702131
Five Cities Christian Women,192 S 9th St #B,Grover Beach,CA,93433,San Luis Obispo,(805) 473-3368,Pantry open Monday through Friday from 2:00-4:00pm. Bring ID and proof of address.,Food Pantry,https://www.slofoodbank.org/,,35.120625,-120.620621
Food Bank Coalition Of San Luis Obispo County,1180 Kendall Rd,San Luis Obispo,CA,93401,San Luis Obispo,805-238-4664,,Food Pantry,https://www.slofoodbank.org/,,35.237987,-120.631028
Food Not Bombs SLO,1400 Osos St,San Luis Obispo,CA,93401,San Luis Obispo,(240) 855-7253,"Meals served on Sunday, 1:00-3:00pm.",Food Pantry,https://www.slofoodbank.org/,,35.278584,-120.658169
Grace Church,1350 Osos St,San Luis Obispo,CA,93401,San Luis Obispo,(805) 543-2358,Pantry open on Saturdays from 7:30-10:00am. Must sign in to certify income eligibility.,Food Pantry,https://www.slofoodbank.org/,,35.279185,-120.65874
Hope’s Village Of SLO,"Laguna Lake Park, 504 Madonna Rd",San Luis Obispo,CA,93401,San Luis Obispo,1-805- 440-9144,To-go meal provided on Saturdays 12:00pm to 1:00pm.,Food Pantry,https://www.slofoodbank.org/,,35.263069,-120.684231
King’s Cupboard,1480 Santa Ysabel Ave,Los Osos,CA,93402,San Luis Obispo,(805) 528-0391,Pantry open on first four Tuesdays of the month from 9:00-11:00am.,Food Pantry,https://www.slofoodbank.org/,,35.330326,-120.82283
Madonna Road Apartments,1550 Madonna Rd.,San Luis Obispo,CA,93405,San Luis Obispo,,3rd Saturday of the month from from 8:30-9:30am.,Food Pantry,https://www.slofoodbank.org/,,35.255561,-120.693596
Meals That Connect,955 Monterey St,San Luis Obispo,CA,93401,San Luis Obispo,(805) 543-0469,"Meals served Monday through Friday, 11:30am-12:30pm. Visit site or call to sign up. For participants age 60+, no income requirements.",Food Pantry,https://www.slofoodbank.org/,,35.281228,-120.662009
Meals That Connect,11245 Los Osos Valley Rd,San Luis Obispo,CA,93401,San Luis Obispo,(805) 541-1168,"Meals served Monday through Friday, 11:30-12:30pm. Visit site or call to sign up. For participants age 60+, no income requirements.",Food Pantry,https://www.slofoodbank.org/,,35.260549,-120.695768
Morro Bay Salvation Army,540 Qunitana Road,Morro Bay,CA,93442,San Luis Obispo,(805) 772-7062,Pantry open Thursdays from 1:00-3:30pm.,Food Pantry,https://www.slofoodbank.org/,,35.369283,-120.845883
Mountainbrook Community Church,1775 Calle Joaquin,San Luis Obispo,CA,93401,San Luis Obispo,(805) 543-3162,Pantry open on Mondays from 3:30 – 4:30pm.,Food Pantry,https://www.slofoodbank.org/,,35.241779,-120.688211
New Life Church,990 James Way,Pismo Beach,CA,93449,San Luis Obispo,(805) 489-3891,"Pantry open Tuesdays from 6:00-7:30pm, Wednesdays from 10:00am-12:00pm, and Sundays from 8:30-10:00am.",Food Pantry,https://www.slofoodbank.org/,,35.135746,-120.608243
Nipomo Community Presbyterian Church,1235 N Thompson Ave,Arroyo Grande,CA,93420,San Luis Obispo,(805) 473-8059,Open pantry hours currently canceled. Please call ahead for assistance.,Food Pantry,https://www.slofoodbank.org/,,35.070464,-120.51216
Nipomo Food Basket,197 W Tefft St,Nipomo,CA,93444,San Luis Obispo,(805) 619-7681,"Pantry open Mondays, Tuesdays, Thursdays, and Fridays from 10:00am-1:00pm. Bring photo ID and proof of residency.",Food Pantry,https://www.slofoodbank.org/,,35.04192,-120.477258
Paso Robles Loaves & Fishes,2650 Spring St,Paso Robles,CA,93446,San Luis Obispo,(805) 238-4742,"Neighborhood Food Distribution on the 3rd Thursday of the month from 5:30-7:00pm.

Pantry open Monday through Thursday from 11:00am-1:00pm and Thursday evenings from 5:30-7:00pm. (Bring photo ID and proof of address for pantry only.)",Food Pantry,https://www.slofoodbank.org/,,35.642135,-120.692382
Paso Robles Salvation Army,711 Paso Robles St.,Paso Robles,CA,93446,San Luis Obispo,,"Pantry open by appointment only. Please call ahead, (805) 238-9591.",Food Pantry,https://www.slofoodbank.org/,,35.621922,-120.685561
Refuge Church,6955 Portola Road,Atascadero,CA,93422,San Luis Obispo,(805) 466-3354,Meal served and pantry open on Tuesdays from 5:15-6:45pm. Must sign in to certify income eligibility.,Food Pantry,https://www.slofoodbank.org/,,35.476512,-120.679497
Rock Harbor (Open Arms Pantry),1475 Quintana Rd.,Morro Bay,CA,93442,San Luis Obispo,(805) 772-7365,Neighborhood Food Distribution on the 1st Saturday of the month from 9:30-10:30am. Pantry open every Saturday from 9:00-10:30am. Sign in for income eligibility.,Food Pantry,https://www.slofoodbank.org/,,35.362317,-120.823978
Slo Salvation Army,815 Islay St.,San Luis Obispo,CA,93401,San Luis Obispo,(805) 544-2401,"Neighborhood Food Distribution on the 1st Monday of the month from 4:30-6:00pm.

Pantry open Mondays, Wednesdays, and Fridays from 9:00am-12:00pm and 1:00pm-4:00pm.",Food Pantry,https://www.slofoodbank.org/,,35.27611,-120.658854
Slo Senior Center,1445 Santa Rosa St.,San Luis Obispo,CA,93401,San Luis Obispo,,3rd Tuesday of the month from 9:00-10:00am.,Food Pantry,https://www.slofoodbank.org/,,35.278918,-120.65696
Sm Valley Hispanic Church,1575 Orchard Rd,Nipomo,CA,93444,San Luis Obispo,(805) 929-5694,Pantry open on Mondays & Wednesdays from 7:00-8:00pm.,Food Pantry,https://www.slofoodbank.org/,,35.005076,-120.459872
South Bay Community Center (People Helping People),2180 Palisades Ave.,Los Osos,CA,93402,San Luis Obispo,(805) 528-2626,Neighborhood Food Distribution every Wednesday from 9:30-10:30am.,Food Pantry,https://www.slofoodbank.org/,,35.312958,-120.836281
St. Patrick’s Church,501 Fair Oaks Ave,Arroyo Grande,CA,93420,San Luis Obispo,(805) 489-2680,Pantry open Tuesday through Thursday from 4:00-5:00pm. Bring photo ID.,Food Pantry,https://www.slofoodbank.org/,,35.114151,-120.583502
Trinity United Methodist Church,490 Valley Rd,Los Osos,CA,93402,San Luis Obispo,(805) 528-1649,Pantry open on Tuesdays & Fridays from 10:00am-12:00pm. Must sign in to certify income eligibility.,Food Pantry,https://www.slofoodbank.org/,,35.301041,-120.794897
Call Primrose,139 Primrose Road,Burlingame,CA,94010,San Mateo,650-342-2255,"Note for Coronavirus response period: Operating a drop-in grocery pantry, offering pre-packed bags of non-perishable items, produce, and dairy. We are serving all clients outside and practicing social distancing. We request that clients take all that is provided as we are unable to take any items back inside.",Food Pantry,http://www.callprimrose.org,,37.576275,-122.346608
Coastside Hope,99 Avenue Alhambra,El Granada,CA,94018,San Mateo,650-726-9071,"Offers human service programs to residents of the San Mateo County coast. Services include food pantry, the Family Harvest Program, and Brown Bag food program. Also provides diapers and assistance with a variety of other needs. Provides translation/interpretation services and weekly citizenship and ESL classes. Makes referrals to other agencies. Provides crisis intervention, advocacy, pre-screening, and case management. Also accepts applications for CalFresh.",Food Pantry,http://www.coastsidehope.org,,37.505386,-122.47998
Cow Palace,2600 Geneva Ave,Daly City,CA,94014,San Mateo,,"9 am – 1 pm, Friday",Food Distribution Program,https://www.sfmfoodbank.org/find-food/,,37.705689,-122.419847
Daly City Partnership,350 90th Street,Daly City,CA,94014,San Mateo,650-991-8007,Note for Coronavirus response period: Providing increased emergency food as well as food distributions to the community and maintaining our regular food distributions and pantry program.,Food Pantry,http://www.dcpartnership.org/daly-city-community-service-center/,,37.691343,-122.473825
Ecumenical Hunger Program (ehp),2411 Pulgas Avenue,East Palo Alto,CA,94303,San Mateo,650-323-7781,"Provides food pantry, clothing, back-to-school supplies, women's support group and youth program. Offers holistic healthcare, acupuncture and massage therapy. Provides referrals to other agencies. Connects needy families with furniture and household essentials. Currently only providing to-go food boxes. This service is offered three days week: Tuesdays, Wednesdays, and Thursdays from 10am-noon and 2:30pm-4:30pm.",Food Pantry,http://www.ehpcares.org,,37.470495,-122.130744
Golden Inn Village Family,890 Refugio Road,Santa Ynez,CA,93460,Santa Barbara,,"4th Monday each month, 2:30pm-4pm. Walk in",Food Pantry,https://foodbanksbc.org/get-help/,,34.597541,-120.098057
Pacifica Resource Center,1809 Palmetto Avenue,Pacifica,CA,94044,San Mateo,650-738-7470,"Provides food boxes, rental assistance, housing support, casework, referral to other agencies, diapers, baby wipes, formulas, bus passes, utility payment assistance, the Family Harvest Program, and assistance with a variety of other needs.",Food Pantry,http://www.pacresourcecenter.org/services/,,37.635104,-122.491838
Puente De La Costa Sur,8865 La Honda Road Suite 4,La Honda,CA,94020,San Mateo,650-879-1691,"Provides economic assistance and safety net programs for families and individuals. Examples include: CalFresh and CalWORKS enrollment, Seasonal holiday programs, Bus vouchers, Financial assistance with rent and utilities, Health insurance/Medical enrollment, Notary services, Diaper distribution, Shelter referrals, Emergency food, Tax Return Preparation and ITIN Application assistance",Food Pantry,https://mypuente.org/programs/,,37.318036,-122.274244
Redwood City Catholic Worker,545 Cassia Street,Redwood City,CA,94063,San Mateo,650-366-4415,"Provides a short-term (one week to six months) alternative residence for teenagers age 17-20 who need a safe place to stay while working out family problems, making arrangements for a foster home or other longer term housing. Staff also assist youth with employment, medical care, educational or legal needs or any other necessary services. Usually three or four teens live in the home at one time.Food is distributed to anyone that arrives at the center.",Food Pantry,http://rwdcw.wordpress.com/housing-2/home-for-teens/,,37.484206,-122.224635
Redwood City Parks Recreation And Community Services Department,2600 Middlefield Road,Redwood City,CA,94063,San Mateo,650-780-7500,"Provides services including food boxes, rental assistance, housing support, casework, referrals to other agencies, and assistance with a variety of other needs.",Food Pantry,http://www.redwoodcity.org/departments/parks-recreation-and-community-services/do-you-need-help/information-referral,,37.477239,-122.21318
Saint Francis Center,151 Buckingham Avenue,Redwood City,CA,94063,San Mateo,650-365-7829,"Provides food, clothes, showers and laundry facilities.",Food Pantry,http://www.stfrancisrwc.org/services/,,37.473659,-122.214382
Saint Vincent De Paul Society Of San Mateo County (svdp),50 North B Street,San Mateo,CA,94401,San Mateo,650-343-4403,"Provides food, clothing, and financial assistance such as delinquent rent, mortgage or first month's rent.",Food Pantry,http://svdpsm.org/,,37.568405,-122.324993
Samaritan House,4031 Pacific Boulevard,San Mateo,CA,94403,San Mateo,650-341-4081,"Core Service Center that provides human services such as: Food services, Children's material program, Health and Dental, Housing and Shelter, Financial Assistance",Food Pantry,http://www.samaritanhousesanmateo.org,,37.531108,-122.28813
Second Harvest Of Silicon Valley,1051 Bing Street,San Carlos,CA,94070,San Mateo,800-984-3663,"A central clearinghouse for donated food that re-distributes donations through partnerships with nonprofit agencies, food industry, government, volunteers, corporations and individuals. The Food Assistance Program distributes food via a network of partnering agencies. Food Connection provides food pantry information and referral to persons in need of food assistance.  Applications for CalFresh, formerly known as Food Stamps, are taken by Food Connection staff by phone and in the community. The program provides an EBT card (which works like a debit card) so low-income households can purchase food. The Family Harvest Program distributes food to low-income families with dependent children at 14 sites in San Mateo County and 27 sites in Santa Clara County. Operation Brown Bag distributes a bag of groceries every week to low-income seniors at 25 sites in San Mateo County and 56 in Santa Clara County. Delivery is available to homebound seniors subject to volunteer availability. Day and evening volunteer shifts are available by appointment.",Food Pantry,http://www.shfb.org,,37.496229,-122.244625
Second Harvest Of Silicon Valley,901 Brunswick Street,Daly City,CA,94014,San Mateo,408-455-5181,Provides nutritious produce every month to low-income individuals to improve health and nutrition in underserved communities.  Clients go home with an average of 5-10 produce items.,Food Pantry,http://www.shfb.org/producemobile,,37.707739,-122.452013
Sparkpoint Canada College,4200 Farm Hill Boulevard,Redwood City,CA,94061,San Mateo,650-381-3550,Offers a food pantry for healthy foods on a weekly basis.,Food Pantry,http://www.canadacollege.edu/sparkpoint/,,37.447908,-122.260356
Sparkpoint Skyline College,3300 College Drive,San Bruno,CA,94066,San Mateo,650-738-7035,Offers a food pantry for healthy foods on a weekly basis.,Food Pantry,http://www.skylinecollege.edu/sparkpoint/services/foodpantrycalfresh.php,,37.632657,-122.459989
"The Salvation Army, Redwood City Corps",660 Veterans Boulevard,Redwood City,CA,94063,San Mateo,650-368-4643,"Provides food, clothing, and bus tokens to individuals and families in times of crisis. Counseling and translation services (English/Spanish) are available.",Food Pantry,http://www.tsagoldenstate.org,,37.491452,-122.231498
YMCA Community Resource Center,1486 Huntington Avenue Suite 100,South San Francisco,CA,94080,San Mateo,650-276-4101,Note for Coronavirus response period: Phone hours: Monday through Friday 8am-4pm. In-person hours: Mon/Wed/Friday 8am-noon and Tuesday/Thursday noon-4pm. Continuing to provide food programs: distributions on and off site,Food Pantry,http://www.ymcasf.org/community-resource-center-ymca,,37.644312,-122.422212
Bethania Lutheran Church,603 Atterdag Road,Solvang,CA,93463,Santa Barbara,,"Tuesdays, 4pm-6pm. Drive-thru and Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.598922,-120.141564
Carpinteria Children’s Project,5201 8th Street,Carpinteria,CA,93013,Santa Barbara,(805) 203-6648,Wednesday 4:30pm – 5:30pm,Food Pantry,https://foodbanksbc.org/get-help/,,34.395056,-119.518431
Catholic Charities,609 E. Haley St.,Santa Barbara,CA,93103,Santa Barbara,(805) 965-7045,"Monday-Friday, 9am-4:30pm. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.423819,-119.688612
Children’s Park (lower Westside),520 Wentworth Ave,Santa Barbara,CA,93101,Santa Barbara,805-937-3422 Ext 103,"1st Tuesday each month, 1pm
2nd Tuesday 1pm each month (Produce Only). Walk-in",Mobile Food Pantry,https://foodbanksbc.org/get-help/,,34.411426,-119.701668
Food Bank Of Santa Barbara,4554 Hollister,Santa Barbara,CA,93110,Santa Barbara,805-967-5741,,Food Pantry,https://foodbanksbc.org/,,34.439298,-119.777464
Goleta Valley Church,595 N Fairview,Goleta,CA,93117,Santa Barbara,,"3rd Saturday each month, 8am-10am. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.448884,-119.830829
Isla Vista Youth Projects,5638 Hollister Ave. Ste. 200,Goleta,CA,93117,Santa Barbara,805-869-3303,By appointment only. Call: Ana Maya 805-869-3303,Food Pantry,https://foodbanksbc.org/get-help/,,34.436057,-119.821659
